,일시,광진구,동대문구,성동구,중랑구
27,20220128,3.5589708706279586,3.248776549423165,3.2463544848391654,2.1975696835834575
28,20220129,3.502339517445612,3.1614851554697245,3.1925327888930077,2.1760331925887693
29,20220130,3.456231056679644,3.1768008426154717,3.1133626340811658,2.1732681821614603
30,20220131,3.317345370346568,2.8933787005459615,2.9892920268272385,2.0992172223556613
31,20220201,3.4856623329027356,3.1510167610759594,3.1909483443375803,2.1627052481670406
32,20220202,3.8937672517427577,3.317449134834847,3.6275502993062316,2.37484254079727
33,20220203,4.207568402758009,3.663123028679811,3.7737522716239282,2.4757024016244893
34,20220204,4.181455178129897,3.6058541569417946,3.7474818575076982,2.459624993354476
35,20220205,4.239536596958713,3.69649397613003,3.7770712527897423,2.5130272191481913
36,20220206,4.307522441739473,3.752260765448671,3.848444800606656,2.557209075588908
37,20220207,4.296274178651983,3.7493006393657735,3.860480761573245,2.5333356747998694
38,20220208,4.350484746169478,3.777187408983899,3.9196716303631973,2.575611276632709
39,20220209,4.409141202097084,3.854455788995321,3.970168241355669,2.6258095367841254
40,20220210,4.483974982992916,3.89781093145142,4.066534943182468,2.658906444214716
41,20220211,4.50586101826348,3.90650363177658,4.092165184461486,2.6727378906623818
42,20220212,4.5669162155010214,3.927625127813286,4.126048307390602,2.7044684723728754
43,20220213,4.577490401942467,3.9120342600842584,4.136442665738762,2.6998641893728235
44,20220214,4.510619031202095,3.8592449511884555,4.036979326070794,2.6570129278623327
45,20220215,4.53080752678742,3.877294393153243,4.063004712590527,2.6612498006928336
46,20220216,4.684690467593583,3.95893158802802,4.1694281701966505,2.722960707594484
47,20220217,4.668885363010247,3.9820425981384977,4.195542667203736,2.7448628729942244
48,20220218,4.63811526434887,3.9271346195738506,4.173072371918984,2.7294818677425225
49,20220219,4.761620239408325,4.038588938643059,4.28072677924718,2.7768083824668643
50,20220220,4.941888888126661,4.121182233094545,4.458527652466151,2.8357359292677935
51,20220221,5.098604907473179,4.195279111543724,4.615914436653332,2.887024072472427
52,20220222,5.243137466575512,4.30786851373191,4.77133222953235,2.9712310960513255
53,20220223,5.323435537591298,4.360982745480045,4.859244494402115,3.0125324412333963
54,20220224,5.376711216889814,4.36714326041845,4.904057058225209,3.0371269394212015
55,20220225,5.323957175912344,4.332614531055773,4.878952811001396,3.0007252597221794
56,20220226,5.244708369076222,4.32385931800549,4.833959723855512,2.9735103789082054
57,20220227,5.167678297206349,4.25410730762439,4.773218401156687,2.9263929540365488
58,20220228,5.138938386285468,4.2027913556398895,4.668359416248932,2.908607502961881
59,20220301,5.707861306868531,4.854289363422459,5.219488786959026,3.339043259804337
60,20220302,6.234513175011621,5.25152351023369,5.6047232458584855,3.5680617482660644
61,20220303,6.30659542032376,5.280343400336728,5.665116409162978,3.5943303583840516
62,20220304,6.431206147889327,5.316074461430409,5.762464096486527,3.6514714887954782
63,20220305,6.742862361266238,5.5486912215489035,6.03155112578869,3.838395045188463
64,20220306,6.945770597211199,5.6366327969849,6.18761709496692,3.9189564840970164
65,20220307,7.153393752958569,5.755897775931101,6.372637354362384,3.9641914133035683
66,20220308,7.213573047357675,5.776234231092361,6.399472047230901,3.9988736613140157
67,20220309,7.179394961100556,5.772780713613883,6.343838085855753,3.994094064627973
68,20220310,7.222130197928905,5.780321066693535,6.363622474607455,4.015462581502645
69,20220311,7.358183724328254,5.870165896358154,6.47009897172005,4.10185711021478
70,20220312,7.418284638833578,5.9065260249662375,6.49174772642821,4.141960754830443
71,20220313,7.430057274376926,5.899536467308015,6.501003039339103,4.1248766394703456
72,20220314,7.516163426478451,5.957748767034409,6.543377679422321,4.17456026560677
73,20220315,7.588778944333069,5.981402641686737,6.573940477312048,4.185048124350535
74,20220316,7.605744854865726,5.990949584482083,6.557868834569639,4.198926765153999
75,20220317,7.491310849436113,5.928700811179305,6.4549700930271925,4.177491130372175
76,20220318,7.550246836301885,5.937672905996726,6.487533390040815,4.206434497029969
77,20220319,7.6787956062521605,6.006343335950002,6.603425292487374,4.241968431043967
78,20220320,7.7708925359631165,6.065278188112292,6.709696705035563,4.268528956245002
79,20220321,7.892463931844776,6.151561586253532,6.871806557368588,4.323920220378957
80,20220322,7.962878134770635,6.232953172039655,6.952886645620924,4.387839710812896
81,20220323,7.908653504942892,6.216898687932213,6.917887449654785,4.3560395609765
82,20220324,7.951418101044174,6.196060936754909,6.907607399265466,4.351072301852176
83,20220325,7.981749144778687,6.251059107762777,6.969238331539204,4.380643036723781
84,20220326,7.94310087600042,6.2634005935503465,6.909448427511451,4.39066661979182
85,20220327,7.882812934712045,6.252181070769144,6.916473888293351,4.377868878889082
86,20220328,8.136437209986255,6.39822945090724,7.150248178693694,4.520490215705563
87,20220329,8.15208904184867,6.411008386185248,7.254014152881683,4.55865910412245
88,20220330,7.95685140375235,6.277348319069803,7.038667496549996,4.4543503233640225
89,20220331,8.045432013216926,6.31394996712015,7.127397436928037,4.474670276082182
90,20220401,9.390147918014403,7.345530855079931,8.494497296035671,5.265035734852989
91,20220402,9.551926201971863,7.3603967304923135,8.600591814741033,5.331679784281353
92,20220403,9.6282310645641,7.446116235170951,8.63716835161644,5.393763594334376
93,20220404,9.555360686259203,7.40665535511304,8.554625933385044,5.3863211775869075
94,20220405,9.446411486703898,7.367278582228911,8.435769762948887,5.332063496903347
95,20220406,9.6051285713201,7.474548562171714,8.5719373628248,5.423417780367117
96,20220407,9.581477957738766,7.482388025243473,8.549693551041164,5.41592933462651
97,20220408,9.584808450407566,7.492335227185805,8.548201820411638,5.421386053441183
98,20220409,9.6111886096399,7.4864292520980715,8.559521163811969,5.422022381223994
99,20220410,9.668780171114243,7.498881474317775,8.596083943454154,5.462513943844241
100,20220411,9.68321794121122,7.562170702434624,8.616052169757467,5.499209635553407
101,20220412,9.601913201088491,7.529728331701486,8.524682003356137,5.4725877820508275
102,20220413,9.649467709192084,7.594228267590911,8.569849243669474,5.515625367824174
103,20220414,9.577126543551266,7.604177153347247,8.440487594324763,5.525528900850471
104,20220415,9.5820586571047,7.593552818188655,8.432107182655782,5.5172831737260175
105,20220416,9.662923519433168,7.621335953179833,8.496063800309054,5.544856444387076
106,20220417,9.624941369660553,7.604668791650608,8.45145219738762,5.551450022030819
107,20220418,9.591312205703804,7.585749465095303,8.427259616231039,5.522176592696542
108,20220419,9.649179278954952,7.657576413011784,8.43929046392175,5.563122158063882
109,20220420,9.826209761411409,7.7838819084436315,8.59805442922871,5.653277899822795
110,20220421,9.937900901999626,7.843788783481184,8.699841726441655,5.718099527182775
111,20220422,10.06530615600451,7.946345430876598,8.845928999589844,5.785592811325307
112,20220423,10.227551325471108,8.033472097481376,8.990360374179726,5.853092991699467
113,20220424,10.31816404618497,8.09263883591805,9.059102394250067,5.884870543031925
114,20220425,10.330595377206768,8.06985407408624,9.078239198035982,5.9003234827392665
115,20220426,10.419477704873081,8.111513482380412,9.166687269837785,5.903262769872874
116,20220427,10.465167193082076,8.152117613906784,9.244861635396942,5.925819987912403
117,20220428,10.361451476545923,8.079322112521353,9.175553699776222,5.8696006897796735
118,20220429,10.233461802896654,7.979296045828664,9.020996457235986,5.800081210390459
119,20220430,10.464356173746655,8.08839268360852,9.186724685602616,5.8691975223313415
120,20220501,9.334334430987441,7.305963137084362,8.15582059098373,5.376402284156727
121,20220502,9.484045419044623,7.294775157306689,8.291795997743023,5.4141551657374025
122,20220503,9.409993941241758,7.238946412666386,8.18325603056172,5.3826703246544065
123,20220504,9.611841102125226,7.38130473181401,8.295875445918224,5.471591274687111
124,20220505,9.565496386515365,7.203415199824464,8.258315281836136,5.468627658400658
125,20220506,9.648136680998963,7.440340069659652,8.283509465013427,5.516668421046599
126,20220507,9.677126730509825,7.464217592145887,8.277803813938778,5.5273606612541455
127,20220508,9.707476319456292,7.5751615434329045,8.32335097414977,5.611056785562585
128,20220509,9.616067721660436,7.537392312668634,8.221275953353135,5.5724032244494675
129,20220510,9.62703760061751,7.5569480170259276,8.215274563150501,5.6036471264496095
130,20220511,9.65089445141491,7.70366423115911,8.197700381262436,5.693185853298685
131,20220512,9.507572087203059,7.666722948423409,8.070578726930616,5.648896983637131
132,20220513,9.276553719052952,7.594134286465042,7.882989135780281,5.6007381772201725
133,20220514,9.091852939776288,7.496095518624599,7.802363664153818,5.538486335346758
134,20220515,8.970943882672158,7.420977273980959,7.721269216303639,5.465429159155073
135,20220516,8.879605549869828,7.377790404261166,7.64140984398947,5.4096167047251225
136,20220517,8.874168902982582,7.396224221469009,7.645023750302538,5.420568502989788
137,20220518,9.046801800679603,7.461532815922563,7.706542788652849,5.461895953158219
138,20220519,9.158505194123506,7.546281861241296,7.840683598633413,5.49064817201832
139,20220520,9.575217004074418,7.762973745693231,8.217369514708112,5.716088970463275
140,20220521,9.751273389906808,7.83390991563775,8.354016288179931,5.815863713993159
141,20220522,9.932482298309157,7.973469070964842,8.471012864930632,5.906171508769097
142,20220523,9.872544770673034,7.9514427712150315,8.393431593654702,5.873236353415248
143,20220524,9.919367584912091,8.009394819480367,8.401849298336362,5.89925625602049
144,20220525,9.983324630921512,8.035221471443478,8.410995753949159,5.909145550083567
145,20220526,9.924804518427228,7.992502324786947,8.296476420040685,5.862266697528093
146,20220527,9.968035979946205,8.066949551693432,8.350649811072326,5.900519604547247
147,20220528,9.905483582165015,7.974652312332806,8.27722065016315,5.870171774341749
148,20220529,9.80161670729546,7.9227998221167395,8.185999695750573,5.832680327747991
149,20220530,9.427589048085364,7.710453313807845,7.864583689664919,5.6569445553843805
150,20220531,10.027263721323022,8.060368701134744,8.471372034553976,5.968282945216349
151,20220601,10.564715852709062,8.728720012078421,9.051389970149476,6.253143964671847
152,20220602,10.575185563154584,8.731710128029535,9.093002738102282,6.311833147894305
153,20220603,10.59177062555269,8.77289776181319,9.124188260272495,6.343825309977692
154,20220604,10.629188592799448,8.778753036935178,9.137262324758746,6.360735612611783
155,20220605,10.705544836622362,8.915197745920716,9.191539820529798,6.405873776822167
156,20220606,10.540654264407031,8.662905166457826,9.099733839800214,6.35469462482668
157,20220607,10.719888216856457,8.93097729240414,9.183932736371464,6.442418864114927
158,20220608,10.761245816693265,8.997174862464846,9.170180599187182,6.479920794699664
159,20220609,10.71296563868156,8.991460260574563,9.112798050499359,6.4646926761140735
160,20220610,10.680735351759967,8.966722057203196,9.055326702869253,6.449406381161134
161,20220611,10.767357221772693,9.007087575943503,9.097912397378627,6.479013512324919
162,20220612,10.809192601986789,9.051938851424534,9.1069480226958,6.501797560854688
163,20220613,10.890992140037298,9.103178897996996,9.16380532539928,6.544588510554632
164,20220614,10.930011679251724,9.11792701443763,9.135530518226613,6.550123732705505
165,20220615,10.964259297971475,9.111079674700097,9.1389301698564,6.564267165084836
166,20220616,10.9562172160316,9.136007446572448,9.1358890102975,6.589560854030526
167,20220617,10.9236097304759,9.114444260788078,9.119837361207436,6.581546454438792
168,20220618,10.88315281985339,9.036760054449243,9.077782825878728,6.538856749737718
169,20220619,10.980228688893384,9.122564330007446,9.148926219595484,6.564395716212802
170,20220620,11.029942215240236,9.176090086489445,9.19050778085609,6.5874341316606095
171,20220621,11.013384895637897,9.158733370457398,9.202557299509849,6.581656925378115
172,20220622,10.976616958020506,9.13924328608961,9.214203164107106,6.5584205780663565
173,20220623,10.906934432584077,9.114847348833573,9.215643754667912,6.541847353633182
174,20220624,10.750074614402918,9.039529748713987,9.13680956150287,6.445499520125995
175,20220625,10.632847270026028,8.945420503110874,9.038466849994453,6.341486026257738
176,20220626,10.460174457840882,8.849814895231836,8.856003634968605,6.236071754242176
177,20220627,10.547325416152791,8.89147388600509,8.895911070846818,6.326655577149228
178,20220628,10.599078262223028,8.901166537797783,8.921738320138084,6.353958015614809
179,20220629,10.330157801509033,8.764989836685702,8.682663450066071,6.237594662020959
180,20220630,10.258679988909293,8.680948570127546,8.561029732692221,6.190749906196374
181,20220701,9.94871494954304,8.557512893963853,8.34169094704363,6.029572306125101
182,20220702,10.15398782068031,8.626988270520167,8.490673415595214,6.148866677848714
183,20220703,10.164839561129003,8.690072456203762,8.489377915731712,6.189180813675131
184,20220704,10.266573108228851,8.796009626636941,8.580684564641752,6.26406847374425
185,20220705,10.292423650331354,8.863089059705697,8.587882157889059,6.293000391020339
186,20220706,10.410539842539498,8.971830070137894,8.657122988089887,6.341605127750293
187,20220707,10.325436092748678,8.910680975902999,8.579079920357797,6.313501264658368
188,20220708,10.306174326019917,8.907079689365958,8.54779010756222,6.321637147331065
189,20220709,10.269780142437288,8.906043494266061,8.544767783906824,6.308821637994899
190,20220710,10.11440837171526,8.754642728537576,8.414226056690067,6.2248650810434185
191,20220711,10.132093794380197,8.826544426524348,8.43502782687371,6.2512334841295365
192,20220712,10.088163470427169,8.751900919722875,8.414196478900692,6.237853246209779
193,20220713,10.122120137556369,8.774073806803898,8.419344114629027,6.236814787623667
194,20220714,10.060862400586752,8.723160559234442,8.382509995953608,6.224353430321281
195,20220715,10.076844933278673,8.727284632647699,8.383560331768049,6.224533861864308
196,20220716,10.08086282537754,8.725459606246812,8.411417012883058,6.248453083687883
197,20220717,10.001716620285304,8.67150907121313,8.318684640453785,6.212893026857136
198,20220718,9.983183543244728,8.692289327580443,8.306385581639692,6.191753996596069
199,20220719,10.008156288485397,8.689818431788236,8.31282580358893,6.224516594755448
200,20220720,9.988045656846841,8.68316401087725,8.242572806869486,6.183739651673148
201,20220721,9.930125850397706,8.577446755943608,8.132885754808287,6.109138056537455
202,20220722,9.887621899064447,8.497791874427296,8.098114135411953,6.0426047019999425
203,20220723,9.872947822912124,8.502509817110198,8.088411542105414,6.0120638569229765
204,20220724,9.738543553762472,8.398011486693138,7.998132661961492,5.90778364279542
205,20220725,9.576903482916563,8.347506653257728,7.906832304515291,5.855970092909226
206,20220726,9.57181762645256,8.297425285295068,7.8573219391367415,5.818868807640424
207,20220727,9.497380336527034,8.272632392587433,7.793931161148066,5.789221657040826
208,20220728,9.262166146354902,8.1000238591122,7.646637256548776,5.689285112440854
209,20220729,9.057314945537803,7.940779649657443,7.47554493937343,5.57259808252021
210,20220730,9.150899348539777,7.988315358906543,7.53419407541521,5.635968398737932
211,20220731,9.265196466689371,8.0765739011936,7.551375531958368,5.650443022679779
212,20220801,9.640187052394026,7.954417397080965,7.8622496919066265,5.742284018220566
213,20220802,9.493093384920922,7.849214756244854,7.731846799453396,5.686509719161107
214,20220803,9.647106627949025,7.963743543841472,7.831018493372352,5.764755376688711
215,20220804,9.787606974646918,8.025997895287018,7.957989741052762,5.83491202063341
216,20220805,9.917536544711346,8.192820272894238,8.016680835409279,5.960472588142883
217,20220806,9.854285029766084,8.157817326473504,8.004277084575596,5.977429621991112
218,20220807,9.947659607546248,8.197727681636803,8.034286690821707,6.003367912031662
219,20220808,10.064155650520224,8.308643239362114,8.119729727323309,6.091255463852839
220,20220809,10.052571296747612,8.339529297071083,8.122789612522755,6.084255026755583
221,20220810,10.099661044873192,8.427106530540197,8.254115000043887,6.134419399992838
222,20220811,10.29848109790172,8.525468072506158,8.49438854165829,6.203306140254363
223,20220812,10.353375570384687,8.612058911112818,8.576675173256607,6.260495868178566
224,20220813,10.279732557120045,8.5227382565294,8.592969586307664,6.212192693326652
225,20220814,10.31736622272824,8.530426523564227,8.617493741514915,6.238881379997274
226,20220815,10.131573531068378,8.229713715688272,8.623271146769842,6.1577560965044045
227,20220816,10.615862256108556,8.7342113383141,8.889253332861497,6.3280483303520345
228,20220817,10.437384894582651,8.621331606909813,8.791729950856052,6.236457144322271
229,20220818,10.41244540452503,8.561588714420417,8.797641203687366,6.1974999922533405
230,20220819,10.52128515386794,8.631918465897042,8.86797278133956,6.252539683102071
231,20220820,10.247365102871305,8.493453951705769,8.679541625220144,6.132089861888067
232,20220821,10.142341886259024,8.377177266230555,8.506007403803357,6.012458549556915
233,20220822,10.206440275311554,8.406302740734656,8.571021178709476,6.006779555573625
234,20220823,10.064923649774467,8.303552968305755,8.436552612145352,5.898342775272651
235,20220824,9.872498165184012,8.19565232726503,8.329345036613491,5.807550928955989
236,20220825,9.9510965249137,8.177232829009473,8.339266437085135,5.818960011934616
237,20220826,9.960210435336744,8.236481598940511,8.357535687118276,5.817984557762577
238,20220827,9.72829865191818,8.132359385814365,8.215902505173348,5.731543906893013
239,20220828,9.641958803743133,8.003216613110062,8.088290299122436,5.655500374006246
240,20220829,9.725364756833859,8.033773396076356,8.107950008974061,5.705208813191141
241,20220830,9.95126988484048,8.162622822069553,8.254292324053461,5.800009562914086
242,20220831,9.878604317654188,8.195145848807405,8.280978166961336,5.778569629803034
243,20220901,11.089657379063777,8.796628795536963,9.3640760956171,6.202181299571048
244,20220902,11.217136396252423,8.767030012008018,9.433142431777245,6.291772221619433
245,20220903,11.003188306627926,8.654937817683098,9.322820759782052,6.239538859133819
246,20220904,10.956096395348377,8.658730991127424,9.353687833792,6.204495534888802
247,20220905,10.9983884872619,8.810456167937543,9.331415243932067,6.233639467839559
248,20220906,10.75473228351429,8.641002287398447,9.17633058892441,6.145188204044395
249,20220907,10.873173767667916,8.748947893132122,9.285802666432616,6.227506745110741
250,20220908,10.933327498829188,8.816149797771256,9.300430961553694,6.241599064299268
251,20220909,10.358956186075327,8.057425824301825,8.922172884440823,6.0139321696479175
252,20220910,10.96992971614334,8.759256722286539,9.318181300954322,6.289465077145294
253,20220911,11.636738556773174,9.295024790471082,9.947077302057457,6.740841292920417
254,20220912,11.999914832842771,9.671753551743077,10.176861641715812,6.952971755887984
255,20220913,11.896838433889917,9.64562347354231,10.091188480539369,6.978190608912811
256,20220914,12.175191846501765,9.76233863445466,10.210965143488519,7.119619898357771
257,20220915,12.24328814229467,9.806178130385259,10.312149245187031,7.179412897744396
258,20220916,12.287977960585732,9.824879385643934,10.37891624075047,7.259117321442622
259,20220917,11.991841077080844,9.492843677811637,10.199710641769132,7.1256783692361365
260,20220918,11.93155040571901,9.447397416520076,10.225731576932091,7.102578458170262
261,20220919,12.121552231645657,9.735158220347312,10.333899240815063,7.225926363103218
262,20220920,11.981235612759907,9.693072154221133,10.244578204148038,7.201389413578232
263,20220921,12.104810419688624,9.77426608400991,10.3909868758289,7.25698862898698
264,20220922,12.268714584930743,9.804039943311482,10.527582594747864,7.268905900493758
265,20220923,12.339946952093504,9.804927156836568,10.562476763427375,7.284387073122124
266,20220924,12.23652489484391,9.680899775771831,10.47759382301738,7.210508405677085
267,20220925,12.244623130091673,9.698072795971818,10.470355423620202,7.186823290281294
268,20220926,12.287492811563592,9.8504848397468,10.395748178224446,7.195209068342054
269,20220927,12.079050891993655,9.712983530958244,10.245319146006661,7.086699472637614
270,20220928,11.96268179526098,9.652067829480504,10.161752128870656,7.043386535551376
271,20220929,11.748192947550006,9.467801666381623,9.97986857685934,6.8711716434360515
272,20220930,11.787635205858294,9.460915762408927,9.993619918723653,6.882883984382462
273,20221001,10.17860100526862,8.162877699012244,8.58575981775326,6.020943868070509
274,20221002,10.374855214495271,8.2928909689927,8.785470155696903,6.12011743067747
275,20221003,10.211003107281055,8.026817264090926,8.676346899931126,6.068366654211049
276,20221004,10.193752649423299,8.154012804209241,8.542743075093156,6.023453416938578
277,20221005,10.153565121462332,8.198267042360209,8.494724528957192,6.02584257244817
278,20221006,10.110104019467919,8.16201265414597,8.46770236571522,6.037243907303081
279,20221007,10.096536084086678,8.159091360604728,8.458154345900374,6.031645332023751
280,20221008,10.065725568432827,8.189583466002322,8.487150181047888,6.0458780088912345
281,20221009,10.188800589619444,8.361274497420354,8.616510083960549,6.143067138674844
282,20221010,10.337426197760362,8.50423526643748,8.70569866857136,6.199448513697729
283,20221011,10.444284127754587,8.605255043809086,8.7754453639914,6.292505055948934
284,20221012,10.45189678274989,8.6050091514111,8.732112736031208,6.291429075958464
285,20221013,10.330406303700423,8.582753683846667,8.655537000038525,6.289586642860547
286,20221014,10.360114233220164,8.604145781640096,8.65771662131027,6.287590243906119
287,20221015,10.255052746889845,8.517445389079619,8.600184637978037,6.252298225570946
288,20221016,10.29856871688089,8.589936232067881,8.630960629327179,6.290484416203772
289,20221017,10.243212621598772,8.552459811746887,8.561364075142006,6.251226952765412
290,20221018,10.278213290895312,8.530036091655957,8.554844957941958,6.252328136226912
291,20221019,10.316859583426401,8.611281049537434,8.596193522595852,6.2797562332844405
292,20221020,10.307986225164154,8.60777521343378,8.62787775876443,6.296547093088426
293,20221021,10.423681771554886,8.69876623836246,8.727372483399382,6.3389506841279255
294,20221022,10.476516548618548,8.71747956406005,8.817350709671809,6.366840537247978
295,20221023,10.600886533773293,8.796642840214393,8.907232336269052,6.408199504423512
296,20221024,10.569008163304998,8.749010280363462,8.830211995445831,6.38940529929856
297,20221025,10.624120887868957,8.739930827461961,8.83564371032761,6.403858144195532
298,20221026,10.505993140567082,8.670280690916131,8.762731217987096,6.357469994910572
299,20221027,10.416914658213745,8.650684850517502,8.710022602736881,6.341586659689032
300,20221028,10.405507872648474,8.635864595104195,8.732456234716247,6.308850628483193
301,20221029,10.334987318261831,8.549128305546791,8.682303718876321,6.275963738451047
302,20221030,10.367135661902369,8.62270729291962,8.673800663871194,6.298185818642731
303,20221031,9.957594502120246,8.369526704298954,8.337833088790145,6.101911454050601
304,20221101,9.302652010032386,7.820784403405547,7.793865227138108,5.655553155430285
305,20221102,9.771170132847491,8.126797173234209,8.250433605826933,5.909581331669351
306,20221103,9.826637273356763,8.129513895528225,8.256246086133741,5.93399894195449
307,20221104,9.744448925099707,8.077742620347083,8.163106922035572,5.889878674896286
308,20221105,9.487335239246487,7.781504273324644,7.922759456115682,5.705938305120657
309,20221106,9.153535491656186,7.611285127242444,7.664768132852683,5.50606028809517
310,20221107,8.901967248338561,7.538894729700832,7.427651030344846,5.45601849595809
311,20221108,8.79006932378344,7.425900674499424,7.251069642372665,5.371400229320427
312,20221109,8.733307392147575,7.5001989974017285,7.186220859463222,5.388977601280221
313,20221110,8.54805539305362,7.432759560905676,7.083291349877743,5.310713224688077
314,20221111,8.52131032483278,7.443955970239094,7.092005959532041,5.308922124061264
315,20221112,8.47538718960032,7.362693223826788,7.043719679394435,5.2574533255388545
316,20221113,8.49921406127695,7.347018276114647,7.04582676805768,5.240817372885273
317,20221114,8.45683471600752,7.30453452785855,7.020785018023301,5.221452328962418
318,20221115,8.420172949688318,7.271578977009939,6.988474677134832,5.195830502387548
319,20221116,8.50874816499724,7.376174536726836,7.017966455483226,5.2010630163639515
320,20221117,8.381100993444068,7.308540755695557,6.8930789182520344,5.148688652863116
321,20221118,8.226258212719944,7.156956469802838,6.729129596109855,5.0886633843698155
322,20221119,7.974364784376109,6.978628113858498,6.494578566442298,4.925700370092845
323,20221120,7.841266469762149,6.785298277513775,6.378402616509301,4.806090688381573
324,20221121,7.794128079787166,6.785540978510115,6.384152982936223,4.781773248998169
325,20221122,7.790036752485415,6.796263671295263,6.381093324814356,4.776467581140173
326,20221123,7.7830198404443935,6.898114484379477,6.436014974615833,4.788155683192848
327,20221124,7.755550881283142,6.862022012758224,6.418078562312411,4.767629879457552
328,20221125,7.6723808927934645,6.814375435212019,6.2953442380008795,4.658759796136178
329,20221126,7.268123838444208,6.557254420138375,5.955408581326613,4.483642455667385
330,20221127,6.891114584536245,6.1756999995146025,5.6635186087252976,4.248658717331329
331,20221128,6.687864526880695,5.955281165586654,5.437082425086343,4.109041901958268
332,20221129,6.232561141553906,5.761897386392812,5.142264811835716,3.8754316063994145
333,20221130,6.069689998021312,5.721193217040929,4.910668514771225,3.7830503542673135
