일시,광진구,동대문구,성동구,중랑구
20220902,11.952,9.929,10.239,7.057
20220903,11.399,9.705,9.719,6.868
20220904,11.318,9.823,9.671,6.915
20220905,11.692,10.152,9.993,7.149
20220906,11.981,10.372,10.239,7.364
20220907,12.35,10.462,10.511,7.521
20220908,12.298,10.392,10.468,7.497
20220909,11.758,10.034,10.049,7.325
20220910,12.232,10.688,10.365,7.626
20220911,12.387,10.909,10.474,7.774
20220912,13.005,11.391,10.994,8.107
20220913,13.502,11.711,11.386,8.409
20220914,13.7,11.66,11.513,8.498
20220915,13.735,11.585,11.532,8.524
20220916,13.879,11.704,11.696,8.655
20220917,13.841,11.757,11.684,8.689
20220918,13.99,11.891,11.852,8.815
20220919,14.29,12.109,12.12,8.987
20220920,14.532,12.209,12.287,9.12
20220921,14.596,12.127,12.335,9.153
20220922,14.655,12.134,12.386,9.209
20220923,14.624,12.25,12.39,9.25
20220924,14.536,12.327,12.331,9.256
20220925,14.511,12.38,12.28,9.257
20220926,14.555,12.549,12.302,9.313
20220927,14.879,12.74,12.531,9.488
20220928,14.861,12.637,12.499,9.487
20220929,15.05,12.683,12.655,9.593
20220930,14.784,12.574,12.454,9.492
20221001,12.867,10.896,10.869,8.032
20221002,12.704,10.859,10.702,7.984
20221003,12.446,10.697,10.476,7.936
20221004,12.739,10.887,10.694,8.048
20221005,13.085,10.985,10.96,8.206
20221006,12.608,10.629,10.594,7.952
20221007,12.615,10.708,10.654,7.987
20221008,12.519,10.836,10.538,8.017
20221009,12.523,10.95,10.525,8.076
20221010,12.894,11.272,10.849,8.297
20221011,12.652,11.108,10.622,8.211
20221012,12.584,10.985,10.557,8.19
20221013,12.397,10.847,10.433,8.074
20221014,12.455,10.997,10.519,8.129
20221015,12.351,11.102,10.437,8.106
20221016,12.538,11.341,10.609,8.254
20221017,12.492,11.409,10.552,8.257
20221018,12.439,11.32,10.476,8.232
20221019,12.282,11.065,10.343,8.108
20221020,12.175,10.937,10.264,8.013
20221021,12.066,10.976,10.217,7.975
20221022,12.259,11.234,10.425,8.086
20221023,12.52,11.458,10.633,8.216
20221024,12.642,11.568,10.735,8.287
20221025,12.886,11.637,10.887,8.377
20221026,12.711,11.384,10.729,8.269
20221027,12.817,11.371,10.841,8.296
20221028,12.714,11.436,10.787,8.255
20221029,12.721,11.61,10.848,8.307
20221030,12.881,11.787,10.982,8.409
20221031,12.699,11.688,10.835,8.325
20221101,12.019,10.787,10.179,7.734
20221102,12.053,10.628,10.155,7.68
20221103,11.577,10.28,9.782,7.416
20221104,11.313,10.136,9.591,7.27
20221105,10.938,9.989,9.217,7.091
20221106,10.738,9.9,9.002,6.991
20221107,10.83,9.918,9.061,7.005
20221108,10.468,9.571,8.722,6.801
20221109,10.305,9.266,8.525,6.634
20221110,9.91,8.949,8.194,6.396
20221111,9.723,8.9,8.066,6.307
20221112,9.544,8.884,7.898,6.225
20221113,9.375,8.804,7.723,6.134
20221114,9.509,8.897,7.837,6.19
20221115,9.521,8.82,7.836,6.181
20221116,9.357,8.559,7.651,6.049
20221117,9.095,8.336,7.408,5.881
20221118,8.917,8.279,7.274,5.764
20221119,8.788,8.276,7.164,5.685
20221120,8.77,8.264,7.137,5.647
20221121,8.628,8.126,7.038,5.559
20221122,8.482,7.889,6.895,5.447
20221123,8.072,7.458,6.534,5.193
20221124,7.87,7.257,6.336,5.053
20221125,7.645,7.17,6.154,4.91
20221126,7.41,7.029,5.999,4.738
20221127,7.338,6.935,5.903,4.643
20221128,7.071,6.691,5.682,4.477
20221129,7.159,6.586,5.705,4.444
20221130,6.625,6.086,5.223,4.138
