일시,광진구,동대문구,성동구,중랑구,일,월,년,요일,주,주말평일
2022-05-22,0,0,0,0,22,5,2022,6,20,주말
2022-05-23,0,0,0,0,23,5,2022,0,21,평일
2022-05-24,0,0,0,0,24,5,2022,1,21,평일
2022-05-25,0,0,0,0,25,5,2022,2,21,평일
2022-05-26,0,0,0,0,26,5,2022,3,21,평일
2022-05-27,0,0,0,0,27,5,2022,4,21,평일
2022-05-28,0,0,0,0,28,5,2022,5,21,주말
2022-05-29,0,0,0,0,29,5,2022,6,21,주말
2022-05-30,0,0,0,0,30,5,2022,0,22,평일
2022-05-31,0,0,0,0,31,5,2022,1,22,평일
2022-06-01,0,0,0,0,1,6,2022,2,22,평일
2022-06-02,0,0,0,0,2,6,2022,3,22,평일
2022-06-03,0,0,0,0,3,6,2022,4,22,평일
2022-06-04,0,0,0,0,4,6,2022,5,22,주말
2022-06-05,0,0,0,0,5,6,2022,6,22,주말
2022-06-06,0,0,0,0,6,6,2022,0,23,주말
2022-06-07,0,0,0,0,7,6,2022,1,23,평일
2022-06-08,0,0,0,0,8,6,2022,2,23,평일
2022-06-09,0,0,0,0,9,6,2022,3,23,평일
2022-06-10,0,0,0,0,10,6,2022,4,23,평일
2022-06-11,0,0,0,0,11,6,2022,5,23,주말
2022-06-12,0,0,0,0,12,6,2022,6,23,주말
2022-06-13,0,0,0,0,13,6,2022,0,24,평일
2022-06-14,0,0,0,0,14,6,2022,1,24,평일
2022-06-15,0,0,0,0,15,6,2022,2,24,평일
2022-06-16,0,0,0,0,16,6,2022,3,24,평일
2022-06-17,0,0,0,0,17,6,2022,4,24,평일
2022-06-18,0,0,0,0,18,6,2022,5,24,주말
2022-06-19,0,0,0,0,19,6,2022,6,24,주말
2022-06-20,0,0,0,0,20,6,2022,0,25,평일
2022-06-21,0,0,0,0,21,6,2022,1,25,평일
2022-06-22,0,0,0,0,22,6,2022,2,25,평일
2022-06-23,0,0,0,0,23,6,2022,3,25,평일
2022-06-24,0,0,0,0,24,6,2022,4,25,평일
2022-06-25,0,0,0,0,25,6,2022,5,25,주말
2022-06-26,0,0,0,0,26,6,2022,6,25,주말
2022-06-27,0,0,0,0,27,6,2022,0,26,평일
2022-06-28,0,0,0,0,28,6,2022,1,26,평일
2022-06-29,0,0,0,0,29,6,2022,2,26,평일
2022-06-30,0,0,0,0,30,6,2022,3,26,평일
2022-07-01,0,0,0,0,1,7,2022,4,26,평일
2022-07-02,0,0,0,0,2,7,2022,5,26,주말
2022-07-03,0,0,0,0,3,7,2022,6,26,주말
2022-07-04,0,0,0,0,4,7,2022,0,27,평일
2022-07-05,0,0,0,0,5,7,2022,1,27,평일
2022-07-06,0,0,0,0,6,7,2022,2,27,평일
2022-07-07,0,0,0,0,7,7,2022,3,27,평일
2022-07-08,0,0,0,0,8,7,2022,4,27,평일
2022-07-09,0,0,0,0,9,7,2022,5,27,주말
2022-07-10,0,0,0,0,10,7,2022,6,27,주말
2022-07-11,0,0,0,0,11,7,2022,0,28,평일
2022-07-12,0,0,0,0,12,7,2022,1,28,평일
2022-07-13,0,0,0,0,13,7,2022,2,28,평일
2022-07-14,0,0,0,0,14,7,2022,3,28,평일
2022-07-15,0,0,0,0,15,7,2022,4,28,평일
2022-07-16,0,0,0,0,16,7,2022,5,28,주말
2022-07-17,0,0,0,0,17,7,2022,6,28,주말
2022-07-18,0,0,0,0,18,7,2022,0,29,평일
2022-07-19,0,0,0,0,19,7,2022,1,29,평일
2022-07-20,0,0,0,0,20,7,2022,2,29,평일
2022-07-21,0,0,0,0,21,7,2022,3,29,평일
2022-07-22,0,0,0,0,22,7,2022,4,29,평일
2022-07-23,0,0,0,0,23,7,2022,5,29,주말
2022-07-24,0,0,0,0,24,7,2022,6,29,주말
2022-07-25,0,0,0,0,25,7,2022,0,30,평일
2022-07-26,0,0,0,0,26,7,2022,1,30,평일
2022-07-27,0,0,0,0,27,7,2022,2,30,평일
2022-07-28,0,0,0,0,28,7,2022,3,30,평일
2022-07-29,0,0,0,0,29,7,2022,4,30,평일
2022-07-30,0,0,0,0,30,7,2022,5,30,주말
2022-07-31,0,0,0,0,31,7,2022,6,30,주말
2022-08-01,0,0,0,0,1,8,2022,0,31,평일
2022-08-02,0,0,0,0,2,8,2022,1,31,평일
2022-08-03,0,0,0,0,3,8,2022,2,31,평일
2022-08-04,0,0,0,0,4,8,2022,3,31,평일
2022-08-05,0,0,0,0,5,8,2022,4,31,평일
2022-08-06,0,0,0,0,6,8,2022,5,31,주말
2022-08-07,0,0,0,0,7,8,2022,6,31,주말
2022-08-08,0,0,0,0,8,8,2022,0,32,평일
2022-08-09,0,0,0,0,9,8,2022,1,32,평일
2022-08-10,0,0,0,0,10,8,2022,2,32,평일
2022-08-11,0,0,0,0,11,8,2022,3,32,평일
2022-08-12,0,0,0,0,12,8,2022,4,32,평일
2022-08-13,0,0,0,0,13,8,2022,5,32,주말
2022-08-14,0,0,0,0,14,8,2022,6,32,주말
2022-08-15,0,0,0,0,15,8,2022,0,33,주말
2022-08-16,0,0,0,0,16,8,2022,1,33,평일
2022-08-17,0,0,0,0,17,8,2022,2,33,평일
2022-08-18,0,0,0,0,18,8,2022,3,33,평일
2022-08-19,0,0,0,0,19,8,2022,4,33,평일
2022-08-20,0,0,0,0,20,8,2022,5,33,주말
2022-08-21,0,0,0,0,21,8,2022,6,33,주말
2022-08-22,0,0,0,0,22,8,2022,0,34,평일
2022-08-23,0,0,0,0,23,8,2022,1,34,평일
2022-08-24,0,0,0,0,24,8,2022,2,34,평일
2022-08-25,0,0,0,0,25,8,2022,3,34,평일
2022-08-26,0,0,0,0,26,8,2022,4,34,평일
2022-08-27,0,0,0,0,27,8,2022,5,34,주말
2022-08-28,0,0,0,0,28,8,2022,6,34,주말
2022-08-29,0,0,0,0,29,8,2022,0,35,평일
2022-08-30,0,0,0,0,30,8,2022,1,35,평일
2022-08-31,0,0,0,0,31,8,2022,2,35,평일
2022-09-01,0,0,0,0,1,9,2022,3,35,평일
2022-09-02,0,0,0,0,2,9,2022,4,35,평일
2022-09-03,0,0,0,0,3,9,2022,5,35,주말
2022-09-04,0,0,0,0,4,9,2022,6,35,주말
2022-09-05,0,0,0,0,5,9,2022,0,36,평일
2022-09-06,0,0,0,0,6,9,2022,1,36,평일
2022-09-07,0,0,0,0,7,9,2022,2,36,평일
2022-09-08,0,0,0,0,8,9,2022,3,36,평일
2022-09-09,0,0,0,0,9,9,2022,4,36,주말
2022-09-10,0,0,0,0,10,9,2022,5,36,주말
2022-09-11,0,0,0,0,11,9,2022,6,36,주말
2022-09-12,0,0,0,0,12,9,2022,0,37,평일
2022-09-13,0,0,0,0,13,9,2022,1,37,평일
2022-09-14,0,0,0,0,14,9,2022,2,37,평일
2022-09-15,0,0,0,0,15,9,2022,3,37,평일
2022-09-16,0,0,0,0,16,9,2022,4,37,평일
2022-09-17,0,0,0,0,17,9,2022,5,37,주말
2022-09-18,0,0,0,0,18,9,2022,6,37,주말
2022-09-19,0,0,0,0,19,9,2022,0,38,평일
2022-09-20,0,0,0,0,20,9,2022,1,38,평일
2022-09-21,0,0,0,0,21,9,2022,2,38,평일
2022-09-22,0,0,0,0,22,9,2022,3,38,평일
2022-09-23,0,0,0,0,23,9,2022,4,38,평일
2022-09-24,0,0,0,0,24,9,2022,5,38,주말
2022-09-25,0,0,0,0,25,9,2022,6,38,주말
2022-09-26,0,0,0,0,26,9,2022,0,39,평일
2022-09-27,0,0,0,0,27,9,2022,1,39,평일
2022-09-28,0,0,0,0,28,9,2022,2,39,평일
2022-09-29,0,0,0,0,29,9,2022,3,39,평일
2022-09-30,0,0,0,0,30,9,2022,4,39,평일
2022-10-01,0,0,0,0,1,10,2022,5,39,주말
2022-10-02,0,0,0,0,2,10,2022,6,39,주말
2022-10-03,0,0,0,0,3,10,2022,0,40,주말
2022-10-04,0,0,0,0,4,10,2022,1,40,평일
2022-10-05,0,0,0,0,5,10,2022,2,40,평일
2022-10-06,0,0,0,0,6,10,2022,3,40,평일
2022-10-07,0,0,0,0,7,10,2022,4,40,평일
2022-10-08,0,0,0,0,8,10,2022,5,40,주말
2022-10-09,0,0,0,0,9,10,2022,6,40,주말
2022-10-10,0,0,0,0,10,10,2022,0,41,평일
2022-10-11,0,0,0,0,11,10,2022,1,41,평일
2022-10-12,0,0,0,0,12,10,2022,2,41,평일
2022-10-13,0,0,0,0,13,10,2022,3,41,평일
2022-10-14,0,0,0,0,14,10,2022,4,41,평일
2022-10-15,0,0,0,0,15,10,2022,5,41,주말
2022-10-16,0,0,0,0,16,10,2022,6,41,주말
2022-10-17,0,0,0,0,17,10,2022,0,42,평일
2022-10-18,0,0,0,0,18,10,2022,1,42,평일
2022-10-19,0,0,0,0,19,10,2022,2,42,평일
2022-10-20,0,0,0,0,20,10,2022,3,42,평일
2022-10-21,0,0,0,0,21,10,2022,4,42,평일
2022-10-22,0,0,0,0,22,10,2022,5,42,주말
2022-10-23,0,0,0,0,23,10,2022,6,42,주말
2022-10-24,0,0,0,0,24,10,2022,0,43,평일
2022-10-25,0,0,0,0,25,10,2022,1,43,평일
2022-10-26,0,0,0,0,26,10,2022,2,43,평일
2022-10-27,0,0,0,0,27,10,2022,3,43,평일
2022-10-28,0,0,0,0,28,10,2022,4,43,평일
2022-10-29,0,0,0,0,29,10,2022,5,43,주말
2022-10-30,0,0,0,0,30,10,2022,6,43,주말
2022-10-31,0,0,0,0,31,10,2022,0,44,평일
2022-11-01,0,0,0,0,1,11,2022,1,44,평일
2022-11-02,0,0,0,0,2,11,2022,2,44,평일
2022-11-03,0,0,0,0,3,11,2022,3,44,평일
2022-11-04,0,0,0,0,4,11,2022,4,44,평일
2022-11-05,0,0,0,0,5,11,2022,5,44,주말
2022-11-06,0,0,0,0,6,11,2022,6,44,주말
2022-11-07,0,0,0,0,7,11,2022,0,45,평일
2022-11-08,0,0,0,0,8,11,2022,1,45,평일
2022-11-09,0,0,0,0,9,11,2022,2,45,평일
2022-11-10,0,0,0,0,10,11,2022,3,45,평일
2022-11-11,0,0,0,0,11,11,2022,4,45,평일
2022-11-12,0,0,0,0,12,11,2022,5,45,주말
2022-11-13,0,0,0,0,13,11,2022,6,45,주말
2022-11-14,0,0,0,0,14,11,2022,0,46,평일
2022-11-15,0,0,0,0,15,11,2022,1,46,평일
2022-11-16,0,0,0,0,16,11,2022,2,46,평일
2022-11-17,0,0,0,0,17,11,2022,3,46,평일
2022-11-18,0,0,0,0,18,11,2022,4,46,평일
2022-11-19,0,0,0,0,19,11,2022,5,46,주말
2022-11-20,0,0,0,0,20,11,2022,6,46,주말
2022-11-21,0,0,0,0,21,11,2022,0,47,평일
2022-11-22,0,0,0,0,22,11,2022,1,47,평일
2022-11-23,0,0,0,0,23,11,2022,2,47,평일
2022-11-24,0,0,0,0,24,11,2022,3,47,평일
2022-11-25,0,0,0,0,25,11,2022,4,47,평일
2022-11-26,0,0,0,0,26,11,2022,5,47,주말
2022-11-27,0,0,0,0,27,11,2022,6,47,주말
2022-11-28,0,0,0,0,28,11,2022,0,48,평일
2022-11-29,0,0,0,0,29,11,2022,1,48,평일
2022-11-30,0,0,0,0,30,11,2022,2,48,평일
